benchmark,fault_model,fault_id,criterion,iteration,selected_test_count,target_score,achieved_score,triggered,detected,seed
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,68,5,0.8571428571428571,0.8571428571428571,True,True,1068
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,69,6,0.8571428571428571,0.8571428571428571,True,False,1069
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,70,5,0.8571428571428571,0.8571428571428571,True,True,1070
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,71,6,0.8571428571428571,0.8571428571428571,True,True,1071
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,72,5,0.8571428571428571,0.8571428571428571,True,True,1072
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,73,6,0.8571428571428571,0.8571428571428571,True,True,1073
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,74,5,0.8571428571428571,0.8571428571428571,True,False,1074
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,75,6,0.8571428571428571,0.8571428571428571,True,True,1075
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,76,6,0.8571428571428571,0.8571428571428571,True,True,1076
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,77,6,0.8571428571428571,0.8571428571428571,True,True,1077
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,78,6,0.8571428571428571,0.8571428571428571,True,True,1078
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,79,5,0.8571428571428571,0.8571428571428571,True,False,1079
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,80,6,0.8571428571428571,0.8571428571428571,True,True,1080
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,81,6,0.8571428571428571,0.8571428571428571,True,True,1081
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,82,7,0.8571428571428571,0.8571428571428571,True,False,1082
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,83,6,0.8571428571428571,0.8571428571428571,True,False,1083
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,84,6,0.8571428571428571,0.8571428571428571,True,True,1084
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,85,5,0.8571428571428571,0.8571428571428571,True,False,1085
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,86,4,0.8571428571428571,0.8571428571428571,True,False,1086
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,87,6,0.8571428571428571,0.8571428571428571,True,False,1087
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,88,5,0.8571428571428571,0.8571428571428571,True,False,1088
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,89,5,0.8571428571428571,0.8571428571428571,True,True,1089
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,90,5,0.8571428571428571,0.8571428571428571,True,True,1090
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,91,5,0.8571428571428571,0.8571428571428571,True,False,1091
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,92,4,0.8571428571428571,0.8571428571428571,True,False,1092
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,93,4,0.8571428571428571,0.8571428571428571,True,False,1093
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,94,4,0.8571428571428571,0.8571428571428571,True,False,1094
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,95,5,0.8571428571428571,0.8571428571428571,True,False,1095
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,96,6,0.8571428571428571,0.8571428571428571,True,False,1096
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,97,6,0.8571428571428571,0.8571428571428571,True,False,1097
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,98,6,0.8571428571428571,0.8571428571428571,True,True,1098
synthetic,hand-crafted,synthetic_grade_boundary_fault,mutation,99,6,0.8571428571428571,0.8571428571428571,True,False,1099
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,0,2,0.75,0.75,True,True,2000
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,1,2,0.75,0.75,True,False,2001
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,2,2,0.75,0.75,True,True,2002
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,3,2,0.75,0.75,True,True,2003
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,4,2,0.75,0.75,True,False,2004
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,5,2,0.75,0.75,True,True,2005
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,6,2,0.75,0.75,True,False,2006
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,7,2,0.75,0.75,True,False,2007
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,8,2,0.75,0.75,True,True,2008
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,9,2,0.75,0.75,True,True,2009
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,10,2,0.75,0.75,True,True,2010
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,11,2,0.75,0.75,True,False,2011
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,12,2,0.75,0.75,True,True,2012
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,13,2,0.75,0.75,True,True,2013
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,14,2,0.75,0.75,True,True,2014
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,15,2,0.75,0.75,True,False,2015
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,16,2,0.75,0.75,True,True,2016
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,17,2,0.75,0.75,True,True,2017
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,18,2,0.75,0.75,True,False,2018
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,19,2,0.75,0.75,True,False,2019
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,20,2,0.75,0.75,True,False,2020
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,21,2,0.75,0.75,True,True,2021
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,22,2,0.75,0.75,True,False,2022
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,23,2,0.75,0.75,True,True,2023
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,24,2,0.75,0.75,True,True,2024
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,25,2,0.75,0.75,True,False,2025
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,26,2,0.75,0.75,True,True,2026
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,27,2,0.75,0.75,True,True,2027
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,28,2,0.75,0.75,True,True,2028
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,29,2,0.75,0.75,True,True,2029
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,30,2,0.75,0.75,True,True,2030
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,31,2,0.75,0.75,True,True,2031
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,32,2,0.75,0.75,True,True,2032
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,33,2,0.75,0.75,True,True,2033
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,34,2,0.75,0.75,True,True,2034
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,35,2,0.75,0.75,True,True,2035
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,36,2,0.75,0.75,True,True,2036
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,37,2,0.75,0.75,True,True,2037
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,38,2,0.75,0.75,True,True,2038
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,39,2,0.75,0.75,True,False,2039
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,40,2,0.75,0.75,True,True,2040
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,41,2,0.75,0.75,True,True,2041
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,42,2,0.75,0.75,True,True,2042
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,43,2,0.75,0.75,True,True,2043
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,44,2,0.75,0.75,True,True,2044
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,45,2,0.75,0.75,True,True,2045
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,46,2,0.75,0.75,True,False,2046
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,47,2,0.75,0.75,True,True,2047
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,48,2,0.75,0.75,True,True,2048
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,49,2,0.75,0.75,True,False,2049
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,50,2,0.75,0.75,True,False,2050
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,51,2,0.75,0.75,True,True,2051
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,52,2,0.75,0.75,True,True,2052
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,53,2,0.75,0.75,True,True,2053
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,54,2,0.75,0.75,True,False,2054
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,55,2,0.75,0.75,True,True,2055
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,56,2,0.75,0.75,True,False,2056
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,57,2,0.75,0.75,True,True,2057
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,58,2,0.75,0.75,True,True,2058
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,59,2,0.75,0.75,True,True,2059
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,60,2,0.75,0.75,True,False,2060
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,61,2,0.75,0.75,True,True,2061
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,62,2,0.75,0.75,True,True,2062
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,63,2,0.75,0.75,True,False,2063
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,64,2,0.75,0.75,True,True,2064
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,65,2,0.75,0.75,True,False,2065
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,66,2,0.75,0.75,True,True,2066
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,67,2,0.75,0.75,True,True,2067
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,68,2,0.75,0.75,True,True,2068
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,69,2,0.75,0.75,True,True,2069
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,70,2,0.75,0.75,True,True,2070
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,71,2,0.75,0.75,True,True,2071
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,72,2,0.75,0.75,True,True,2072
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,73,2,0.75,0.75,True,True,2073
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,74,2,0.75,0.75,True,True,2074
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,75,2,0.75,0.75,True,False,2075
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,76,2,0.75,0.75,True,True,2076
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,77,2,0.75,0.75,True,True,2077
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,78,2,0.75,0.75,True,False,2078
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,79,2,0.75,0.75,True,True,2079
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,80,2,0.75,0.75,True,True,2080
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,81,2,0.75,0.75,True,True,2081
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,82,2,0.75,0.75,True,False,2082
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,83,2,0.75,0.75,True,False,2083
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,84,2,0.75,0.75,True,True,2084
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,85,2,0.75,0.75,True,True,2085
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,86,2,0.75,0.75,True,True,2086
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,87,2,0.75,0.75,True,False,2087
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,88,2,0.75,0.75,True,False,2088
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,89,2,0.75,0.75,True,True,2089
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,90,2,0.75,0.75,True,True,2090
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,91,2,0.75,0.75,True,True,2091
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,92,2,0.75,0.75,True,True,2092
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,93,2,0.75,0.75,True,True,2093
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,94,2,0.75,0.75,True,True,2094
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,95,2,0.75,0.75,True,False,2095
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,96,2,0.75,0.75,True,False,2096
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,97,2,0.75,0.75,True,True,2097
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,98,2,0.75,0.75,True,True,2098
synthetic,hand-crafted,synthetic_parity_inverted_fault,statement,99,2,0.75,0.75,True,True,2099
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,0,2,1.0,1.0,True,True,2000
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,1,2,1.0,1.0,True,False,2001
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,2,2,1.0,1.0,True,True,2002
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,3,2,1.0,1.0,True,True,2003
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,4,2,1.0,1.0,True,False,2004
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,5,2,1.0,1.0,True,True,2005
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,6,2,1.0,1.0,True,False,2006
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,7,2,1.0,1.0,True,False,2007
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,8,2,1.0,1.0,True,True,2008
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,9,2,1.0,1.0,True,True,2009
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,10,2,1.0,1.0,True,True,2010
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,11,2,1.0,1.0,True,False,2011
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,12,2,1.0,1.0,True,True,2012
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,13,2,1.0,1.0,True,True,2013
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,14,2,1.0,1.0,True,True,2014
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,15,2,1.0,1.0,True,False,2015
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,16,2,1.0,1.0,True,True,2016
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,17,2,1.0,1.0,True,True,2017
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,18,2,1.0,1.0,True,False,2018
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,19,2,1.0,1.0,True,False,2019
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,20,2,1.0,1.0,True,False,2020
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,21,2,1.0,1.0,True,True,2021
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,22,2,1.0,1.0,True,False,2022
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,23,2,1.0,1.0,True,True,2023
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,24,2,1.0,1.0,True,True,2024
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,25,2,1.0,1.0,True,False,2025
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,26,2,1.0,1.0,True,True,2026
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,27,2,1.0,1.0,True,True,2027
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,28,2,1.0,1.0,True,True,2028
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,29,2,1.0,1.0,True,True,2029
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,30,2,1.0,1.0,True,True,2030
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,31,2,1.0,1.0,True,True,2031
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,32,2,1.0,1.0,True,True,2032
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,33,2,1.0,1.0,True,True,2033
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,34,2,1.0,1.0,True,True,2034
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,35,2,1.0,1.0,True,True,2035
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,36,2,1.0,1.0,True,True,2036
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,37,2,1.0,1.0,True,True,2037
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,38,2,1.0,1.0,True,True,2038
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,39,2,1.0,1.0,True,False,2039
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,40,2,1.0,1.0,True,True,2040
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,41,2,1.0,1.0,True,True,2041
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,42,2,1.0,1.0,True,True,2042
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,43,2,1.0,1.0,True,True,2043
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,44,2,1.0,1.0,True,True,2044
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,45,2,1.0,1.0,True,True,2045
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,46,2,1.0,1.0,True,False,2046
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,47,2,1.0,1.0,True,True,2047
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,48,2,1.0,1.0,True,True,2048
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,49,2,1.0,1.0,True,False,2049
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,50,2,1.0,1.0,True,False,2050
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,51,2,1.0,1.0,True,True,2051
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,52,2,1.0,1.0,True,True,2052
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,53,2,1.0,1.0,True,True,2053
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,54,2,1.0,1.0,True,False,2054
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,55,2,1.0,1.0,True,True,2055
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,56,2,1.0,1.0,True,False,2056
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,57,2,1.0,1.0,True,True,2057
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,58,2,1.0,1.0,True,True,2058
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,59,2,1.0,1.0,True,True,2059
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,60,2,1.0,1.0,True,False,2060
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,61,2,1.0,1.0,True,True,2061
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,62,2,1.0,1.0,True,True,2062
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,63,2,1.0,1.0,True,False,2063
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,64,2,1.0,1.0,True,True,2064
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,65,2,1.0,1.0,True,False,2065
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,66,2,1.0,1.0,True,True,2066
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,67,2,1.0,1.0,True,True,2067
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,68,2,1.0,1.0,True,True,2068
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,69,2,1.0,1.0,True,True,2069
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,70,2,1.0,1.0,True,True,2070
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,71,2,1.0,1.0,True,True,2071
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,72,2,1.0,1.0,True,True,2072
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,73,2,1.0,1.0,True,True,2073
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,74,2,1.0,1.0,True,True,2074
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,75,2,1.0,1.0,True,False,2075
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,76,2,1.0,1.0,True,True,2076
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,77,2,1.0,1.0,True,True,2077
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,78,2,1.0,1.0,True,False,2078
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,79,2,1.0,1.0,True,True,2079
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,80,2,1.0,1.0,True,True,2080
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,81,2,1.0,1.0,True,True,2081
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,82,2,1.0,1.0,True,False,2082
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,83,2,1.0,1.0,True,False,2083
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,84,2,1.0,1.0,True,True,2084
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,85,2,1.0,1.0,True,True,2085
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,86,2,1.0,1.0,True,True,2086
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,87,2,1.0,1.0,True,False,2087
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,88,2,1.0,1.0,True,False,2088
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,89,2,1.0,1.0,True,True,2089
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,90,2,1.0,1.0,True,True,2090
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,91,2,1.0,1.0,True,True,2091
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,92,2,1.0,1.0,True,True,2092
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,93,2,1.0,1.0,True,True,2093
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,94,2,1.0,1.0,True,True,2094
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,95,2,1.0,1.0,True,False,2095
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,96,2,1.0,1.0,True,False,2096
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,97,2,1.0,1.0,True,True,2097
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,98,2,1.0,1.0,True,True,2098
synthetic,hand-crafted,synthetic_parity_inverted_fault,branch,99,2,1.0,1.0,True,True,2099
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,0,3,0.8461538461538461,0.8461538461538461,True,True,2000
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,1,3,0.8461538461538461,0.8461538461538461,True,True,2001
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,2,3,0.8461538461538461,0.8461538461538461,True,True,2002
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,3,3,0.8461538461538461,0.8461538461538461,True,True,2003
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,4,3,0.8461538461538461,0.8461538461538461,True,True,2004
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,5,3,0.8461538461538461,0.8461538461538461,True,True,2005
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,6,3,0.8461538461538461,0.8461538461538461,True,True,2006
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,7,4,0.8461538461538461,0.8461538461538461,True,True,2007
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,8,3,0.8461538461538461,0.8461538461538461,True,True,2008
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,9,3,0.8461538461538461,0.8461538461538461,True,True,2009
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,10,3,0.8461538461538461,0.8461538461538461,True,True,2010
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,11,3,0.8461538461538461,0.8461538461538461,True,True,2011
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,12,3,0.8461538461538461,0.8461538461538461,True,True,2012
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,13,3,0.8461538461538461,0.8461538461538461,True,True,2013
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,14,3,0.8461538461538461,0.8461538461538461,True,True,2014
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,15,3,0.8461538461538461,0.8461538461538461,True,True,2015
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,16,3,0.8461538461538461,0.8461538461538461,True,True,2016
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,17,3,0.8461538461538461,0.8461538461538461,True,True,2017
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,18,4,0.8461538461538461,0.8461538461538461,True,True,2018
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,19,3,0.8461538461538461,0.8461538461538461,True,True,2019
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,20,3,0.8461538461538461,0.8461538461538461,True,True,2020
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,21,3,0.8461538461538461,0.8461538461538461,True,True,2021
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,22,3,0.8461538461538461,0.8461538461538461,True,True,2022
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,23,3,0.8461538461538461,0.8461538461538461,True,True,2023
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,24,3,0.8461538461538461,0.8461538461538461,True,True,2024
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,25,3,0.8461538461538461,0.8461538461538461,True,True,2025
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,26,3,0.8461538461538461,0.8461538461538461,True,True,2026
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,27,3,0.8461538461538461,0.8461538461538461,True,True,2027
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,28,5,0.8461538461538461,0.8461538461538461,True,True,2028
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,29,3,0.8461538461538461,0.8461538461538461,True,True,2029
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,30,3,0.8461538461538461,0.8461538461538461,True,True,2030
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,31,4,0.8461538461538461,0.8461538461538461,True,True,2031
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,32,3,0.8461538461538461,0.8461538461538461,True,True,2032
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,33,3,0.8461538461538461,0.8461538461538461,True,True,2033
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,34,4,0.8461538461538461,0.8461538461538461,True,True,2034
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,35,5,0.8461538461538461,0.8461538461538461,True,True,2035
synthetic,hand-crafted,synthetic_parity_inverted_fault,mutation,36,3,0.8461538461538461,0.8461538461538461,True,True,2036
